,Obligor Name,County Code,County,State,CBSA,CBSA_title,Latitude,ZIP,Longitude
6478,,17031.0,"Cook, IL",IL,16980.0,"Chicago-Naperville-Elgin, IL-IN-WI",41.8951,60305,-87.8159
6479,,8045.0,"Garfield, CO",CO,24060.0,"Glenwood Springs, CO",39.5296,81601,-107.3252
6480,,13045.0,"Carroll, GA",GA,12060.0,"Atlanta-Sandy Springs-Roswell, GA",33.5798,30117,-85.0812
6481,,42017.0,"Bucks, PA",PA,37980.0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",40.2067,18974,-75.0905
6482,,42091.0,"Montgomery, PA",PA,37980.0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",40.2075,19468,-75.5329
6483,,42077.0,"Lehigh, PA",PA,10900.0,"Allentown-Bethlehem-Easton, PA-NJ",40.6018,18104,-75.5225
6484,,25017.0,"Middlesex, MA",MA,14460.0,"Boston-Cambridge-Newton, MA-NH",42.4567,01742,-71.3747
6485,,47157.0,"Shelby, TN",TN,32820.0,"Memphis, TN-MS-AR",35.0303,38116,-90.0123
6486,,5007.0,"Benton, AR",AR,22220.0,"Fayetteville-Springdale-Rogers, AR-MO",36.3363,72756,-94.1148
6487,,41029.0,"Jackson, OR",OR,32780.0,"Medford, OR",42.3363,97504,-122.8398
6488,,26093.0,"Livingston, MI",MI,19820.0,"Detroit-Warren-Dearborn, MI",42.6614,48836,-84.0721
6489,,12103.0,"Pinellas, FL",FL,45300.0,"Tampa-St. Petersburg-Clearwater, FL",27.7723,33701,-82.6386
6490,,29510.0,"St. Louis (city), MO",MO,41180.0,"St. Louis, MO-IL",38.6346,63101,-90.1913
6491,,25009.0,"Essex, MA",MA,14460.0,"Boston-Cambridge-Newton, MA-NH",42.8507,01952,-70.8588
6492,,34027.0,"Morris, NJ",NJ,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",40.9049,07045,-74.3646
6493,,33017.0,"Strafford, NH",NH,14460.0,"Boston-Cambridge-Newton, MA-NH",43.1888,03820,-70.8868
6494,,25023.0,"Plymouth, MA",MA,14460.0,"Boston-Cambridge-Newton, MA-NH",42.1214,02339,-70.857
6495,,13297.0,"Walton, GA",GA,12060.0,"Atlanta-Sandy Springs-Roswell, GA",33.7883,30655,-83.7013
6496,,12111.0,"St. Lucie, FL",FL,38940.0,"Port St. Lucie, FL",27.3908,34982,-80.3246
6497,,45035.0,"Dorchester, SC",SC,16700.0,"Charleston-North Charleston, SC",33.028,29483,-80.1739
6498,,45047.0,"Greenwood, SC",SC,24940.0,"Greenwood, SC",34.223,29649,-82.1582
6499,,6001.0,"Alameda, CA",CA,41860.0,"San Francisco-Oakland-Hayward, CA",37.8365,94608,-122.2804
6500,,1051.0,"Elmore, AL",AL,33860.0,"Montgomery, AL",32.5927,36092,-86.2153
6501,,42003.0,"Allegheny, PA",PA,38300.0,"Pittsburgh, PA",40.4344,15231,-80.0248
6502,,34003.0,"Bergen, NJ",NJ,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",40.8915,07666,-74.0119
6503,,4013.0,"Maricopa, AZ",AZ,38060.0,"Phoenix-Mesa-Scottsdale, AZ",33.5103,85014,-112.0556
6504,,48187.0,"Guadalupe, TX",TX,41700.0,"San Antonio-New Braunfels, TX",29.5613,78155,-97.9628
6505,,55009.0,"Brown, WI",WI,24580.0,"Green Bay, WI",44.482,54301,-88.0205
6506,,6113.0,"Yolo, CA",CA,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",38.6816,95695,-121.8052
6507,,18167.0,"Vigo, IN",IN,45460.0,"Terre Haute, IN",39.471,47807,-87.4009
6508,,36027.0,"Dutchess, NY",NY,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",41.6615,12540,-73.745
6509,,48039.0,"Brazoria, TX",TX,26420.0,"Houston-The Woodlands-Sugar Land, TX",29.0393,77566,-95.4401
6510,,6099.0,"Stanislaus, CA",CA,33700.0,"Modesto, CA",37.5833,95307,-120.9496
6511,,36061.0,"New York, NY",NY,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",40.7764,10023,-73.9827
6512,,53061.0,"Snohomish, WA",WA,42660.0,"Seattle-Tacoma-Bellevue, WA",48.1829,98223,-122.1121
6513,,26099.0,"Macomb, MI",MI,19820.0,"Detroit-Warren-Dearborn, MI",42.4788,48015,-83.0248
6514,,6001.0,"Alameda, CA",CA,41860.0,"San Francisco-Oakland-Hayward, CA",37.7526,94551,-121.77
6515,,48113.0,"Dallas, TX",TX,19100.0,"Dallas-Fort Worth-Arlington, TX",32.8154,75150,-96.6307
6516,,34003.0,"Bergen, NJ",NJ,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",40.8317,07020,-73.9738
6517,,22017.0,"Caddo Parish, LA",LA,43340.0,"Shreveport-Bossier City, LA",32.5037,71101,-93.7487
6518,,45019.0,"Charleston, SC",SC,16700.0,"Charleston-North Charleston, SC",32.7976,29403,-79.9493
6519,,36007.0,"Broome, NY",NY,13780.0,"Binghamton, NY",42.1171,13904,-75.8653
6520,,26049.0,"Genesee, MI",MI,22420.0,"Flint, MI",42.7851,48430,-83.7294
6521,,48491.0,"Williamson, TX",TX,12420.0,"Austin-Round Rock, TX",30.6411,78628,-97.7511
6522,,27053.0,"Hennepin, MN",MN,33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",44.9497,55416,-93.3373
6523,,48201.0,"Harris, TX",TX,26420.0,"Houston-The Woodlands-Sugar Land, TX",29.7543,77010,-95.3609
6524,,55087.0,"Outagamie, WI",WI,11540.0,"Appleton, WI",44.2956,54130,-88.2717
6525,,13103.0,"Effingham, GA",GA,42340.0,"Savannah, GA",32.3697,31329,-81.3618
6526,,6059.0,"Orange, CA",CA,31080.0,"Los Angeles-Long Beach-Anaheim, CA",33.7524,92683,-117.9939
6527,,6047.0,"Merced, CA",CA,32900.0,"Merced, CA",37.2983,95340,-120.4649
6528,,6081.0,"San Mateo, CA",CA,41860.0,"San Francisco-Oakland-Hayward, CA",37.3702,94028,-122.2182
6529,,39081.0,"Jefferson, OH",OH,48260.0,"Weirton-Steubenville, WV-OH",40.3698,43952,-80.634
6530,,25017.0,"Middlesex, MA",MA,14460.0,"Boston-Cambridge-Newton, MA-NH",42.4843,01730,-71.2768
6531,,36105.0,"Sullivan, NY",NY,,,41.6516,12701,-74.7007
6532,,4015.0,"Mohave, AZ",AZ,29420.0,"Lake Havasu City-Kingman, AZ",35.2633,86409,-114.0223
6533,,26139.0,"Ottawa, MI",MI,24340.0,"Grand Rapids-Wyoming, MI",42.9711,49401,-85.9249
6534,,21043.0,"Carter, KY",KY,,,38.3326,41143,-82.9485
6535,,34021.0,"Mercer, NJ",NJ,45940.0,"Trenton, NJ",40.3339,08534,-74.7944
6536,,10005.0,"Sussex, DE",DE,41540.0,"Salisbury, MD-DE",38.7381,19958,-75.1747
6537,,12086.0,"Miami-Dade, FL",FL,33100.0,"Miami-Fort Lauderdale-West Palm Beach, FL",25.942,33056,-80.2456
6538,,40027.0,"Cleveland, OK",OK,36420.0,"Oklahoma City, OK",35.233,73071,-97.4067
6539,,9007.0,"Middlesex, CT",CT,25540.0,"Hartford-West Hartford-East Hartford, CT",41.5078,06469,-72.4419
6540,,18057.0,"Hamilton, IN",IN,26900.0,"Indianapolis-Carmel-Anderson, IN",40.0563,46060,-86.0163
6541,,36059.0,"Nassau, NY",NY,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",40.7557,11590,-73.5723
6542,,12009.0,"Brevard, FL",FL,37340.0,"Palm Bay-Melbourne-Titusville, FL",28.3134,32955,-80.7319
6543,,17031.0,"Cook, IL",IL,16980.0,"Chicago-Naperville-Elgin, IL-IN-WI",42.0345,60077,-87.7541
6544,,42129.0,"Westmoreland, PA",PA,38300.0,"Pittsburgh, PA",40.6418,15690,-79.5399
6545,,48245.0,"Jefferson, TX",TX,13140.0,"Beaumont-Port Arthur, TX",30.0948,77706,-94.1648
6546,,25027.0,"Worcester, MA",MA,49340.0,"Worcester, MA-CT",42.2055,01501,-71.8391
6547,,41067.0,"Washington, OR",OR,38900.0,"Portland-Vancouver-Hillsboro, OR-WA",45.4984,97123,-122.957
6548,,53061.0,"Snohomish, WA",WA,42660.0,"Seattle-Tacoma-Bellevue, WA",47.8049,98036,-122.2855
6549,,6071.0,"San Bernardino, CA",CA,40140.0,"Riverside-San Bernardino-Ontario, CA",34.5016,92395,-117.2944
6550,,25009.0,"Essex, MA",MA,14460.0,"Boston-Cambridge-Newton, MA-NH",42.8559,01913,-70.9367
6551,,8014.0,"Broomfield, CO",CO,19740.0,"Denver-Aurora-Lakewood, CO",39.9619,80023,-105.0148
6552,,26107.0,"Mecosta, MI",MI,13660.0,"Big Rapids, MI",43.6897,49307,-85.4797
6553,,20091.0,"Johnson, KS",KS,28140.0,"Kansas City, MO-KS",38.9568,66212,-94.6832
6554,,47001.0,"Anderson, TN",TN,28940.0,"Knoxville, TN",36.0159,37830,-84.2623
6555,,9013.0,"Tolland, CT",CT,25540.0,"Hartford-West Hartford-East Hartford, CT",41.8501,06066,-72.4649
6556,,42091.0,"Montgomery, PA",PA,37980.0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",40.2884,18964,-75.341
6557,,26055.0,"Grand Traverse, MI",MI,45900.0,"Traverse City, MI",44.694,49684,-85.6763
6558,,9011.0,"New London, CT",CT,35980.0,"Norwich-New London, CT",41.3347,06371,-72.3086
6559,,48265.0,"Kerr, TX",TX,28500.0,"Kerrville, TX",30.0416,78028,-99.1408
6560,,25001.0,"Barnstable, MA",MA,12700.0,"Barnstable Town, MA",41.6889,02633,-69.9722
6561,,1055.0,"Etowah, AL",AL,23460.0,"Gadsden, AL",34.0143,35902,-86.0066
6562,,13153.0,"Houston, GA",GA,47580.0,"Warner Robins, GA",32.6368,31093,-83.6395
6563,,27147.0,"Steele, MN",MN,36940.0,"Owatonna, MN",44.0805,55060,-93.2191
6564,,48291.0,"Liberty, TX",TX,26420.0,"Houston-The Woodlands-Sugar Land, TX",30.0102,77535,-94.8787
6565,,26073.0,"Isabella, MI",MI,34380.0,"Mount Pleasant, MI",43.6013,48858,-84.7736
6566,,18035.0,"Delaware, IN",IN,34620.0,"Muncie, IN",40.1933,47305,-85.3862
6567,,12011.0,"Broward, FL",FL,33100.0,"Miami-Fort Lauderdale-West Palm Beach, FL",26.1793,33351,-80.2746
6568,,6037.0,"Los Angeles, CA",CA,31080.0,"Los Angeles-Long Beach-Anaheim, CA",34.1159,91750,-117.7708
6569,,48085.0,"Collin, TX",TX,19100.0,"Dallas-Fort Worth-Arlington, TX",33.1499,75034,-96.8241
6570,,13129.0,"Gordon, GA",GA,15660.0,"Calhoun, GA",34.5026,30703,-84.9511
6571,,6053.0,"Monterey, CA",CA,41500.0,"Salinas, CA",36.6811,93905,-121.6176
6572,,22033.0,"East Baton Rouge Parish, LA",LA,12940.0,"Baton Rouge, LA",30.3904,70817,-91.0021
6573,,39041.0,"Delaware, OH",OH,18140.0,"Columbus, OH",40.2932,43015,-83.0723
6574,,27025.0,"Chisago, MN",MN,33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",45.3873,55045,-92.8421
6575,,6087.0,"Santa Cruz, CA",CA,42100.0,"Santa Cruz-Watsonville, CA",36.9102,95076,-121.7569
6576,,48479.0,"Webb, TX",TX,29700.0,"Laredo, TX",27.5155,78040,-99.4986
6577,,48071.0,"Chambers, TX",TX,26420.0,"Houston-The Woodlands-Sugar Land, TX",29.77,77523,-94.8608
6578,,17031.0,"Cook, IL",IL,16980.0,"Chicago-Naperville-Elgin, IL-IN-WI",42.0546,60201,-87.6943
6579,,48121.0,"Denton, TX",TX,19100.0,"Dallas-Fort Worth-Arlington, TX",33.094,75056,-96.8836
6580,,36027.0,"Dutchess, NY",NY,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",41.6907,12603,-73.8621
6581,,19157.0,"Poweshiek, IA",IA,,,41.7421,50112,-92.7344
6582,,6089.0,"Shasta, CA",CA,39820.0,"Redding, CA",40.7098,96049,-122.3116
6583,,49049.0,"Utah, UT",UT,39340.0,"Provo-Orem, UT",40.2319,84601,-111.6755
6584,,1115.0,"St. Clair, AL",AL,13820.0,"Birmingham-Hoover, AL",33.8374,35953,-86.2552
6585,,26125.0,"Oakland, MI",MI,19820.0,"Detroit-Warren-Dearborn, MI",42.4567,48178,-83.659
6586,,48309.0,"McLennan, TX",TX,47380.0,"Waco, TX",31.5051,76712,-97.2311
6587,,42079.0,"Luzerne, PA",PA,42540.0,"Scranton--Wilkes-Barre--Hazleton, PA",41.2722,18711,-75.8801
6588,,6037.0,"Los Angeles, CA",CA,31080.0,"Los Angeles-Long Beach-Anaheim, CA",34.0898,90038,-118.3215
6589,,34005.0,"Burlington, NJ",NJ,37980.0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",39.9683,08057,-74.9533
6590,,26163.0,"Wayne, MI",MI,19820.0,"Detroit-Warren-Dearborn, MI",42.3847,48230,-82.9244
6591,,51175.0,"Southampton, VA",VA,,,36.7225,23837,-77.0783
6592,,6099.0,"Stanislaus, CA",CA,33700.0,"Modesto, CA",37.6237,95358,-121.0438
6593,,25027.0,"Worcester, MA",MA,49340.0,"Worcester, MA-CT",42.2004,01519,-71.6868
6594,,42101.0,"Philadelphia, PA",PA,37980.0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",39.9845,19131,-75.2282
6595,,36103.0,"Suffolk, NY",NY,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",40.8705,11720,-73.0822
6596,,42003.0,"Allegheny, PA",PA,38300.0,"Pittsburgh, PA",40.57,15101,-79.9665
6597,,39095.0,"Lucas, OH",OH,45780.0,"Toledo, OH",41.6712,43606,-83.606
6598,,48113.0,"Dallas, TX",TX,19100.0,"Dallas-Fort Worth-Arlington, TX",32.746,75203,-96.807
6599,,25021.0,"Norfolk, MA",MA,14460.0,"Boston-Cambridge-Newton, MA-NH",42.1868,02062,-71.2033
6600,,34007.0,"Camden, NJ",NJ,37980.0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",39.9157,08108,-75.0634
6601,,6073.0,"San Diego, CA",CA,41740.0,"San Diego-Carlsbad, CA",33.0067,92128,-117.069
6602,,36103.0,"Suffolk, NY",NY,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",40.7135,11704,-73.3546
6603,,26125.0,"Oakland, MI",MI,19820.0,"Detroit-Warren-Dearborn, MI",42.4662,48237,-83.184
6604,,18105.0,"Monroe, IN",IN,14020.0,"Bloomington, IN",39.2545,47429,-86.6196
6605,,27053.0,"Hennepin, MN",MN,33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",44.9138,55345,-93.485
6606,,12086.0,"Miami-Dade, FL",FL,33100.0,"Miami-Fort Lauderdale-West Palm Beach, FL",25.8141,33178,-80.3549
6607,,25013.0,"Hampden, MA",MA,44140.0,"Springfield, MA",42.1487,01013,-72.6079
6608,,26117.0,"Montcalm, MI",MI,24340.0,"Grand Rapids-Wyoming, MI",43.1793,48838,-85.2497
6609,,6037.0,"Los Angeles, CA",CA,31080.0,"Los Angeles-Long Beach-Anaheim, CA",34.144,91016,-118.0014
6610,,26081.0,"Kent, MI",MI,24340.0,"Grand Rapids-Wyoming, MI",43.0578,49321,-85.6845
6611,,41029.0,"Jackson, OR",OR,32780.0,"Medford, OR",42.2766,97535,-122.8227
6612,,36069.0,"Ontario, NY",NY,40380.0,"Rochester, NY",42.9632,14432,-77.144
6613,,48299.0,"Llano, TX",TX,,,30.7151,78643,-98.6109
6614,,6037.0,"Los Angeles, CA",CA,31080.0,"Los Angeles-Long Beach-Anaheim, CA",34.0938,91724,-117.856
6615,,6013.0,"Contra Costa, CA",CA,41860.0,"San Francisco-Oakland-Hayward, CA",37.9182,94597,-122.0717
6616,,42003.0,"Allegheny, PA",PA,38300.0,"Pittsburgh, PA",40.5203,15229,-80.037
6617,,39061.0,"Hamilton, OH",OH,17140.0,"Cincinnati, OH-KY-IN",39.21,45236,-84.395
6618,,27061.0,"Itasca, MN",MN,24330.0,"Grand Rapids, MN",47.2348,55744,-93.5115
6619,,6059.0,"Orange, CA",CA,31080.0,"Los Angeles-Long Beach-Anaheim, CA",33.8397,92803,-117.9388
6620,,20011.0,"Bourbon, KS",KS,,,37.8216,66701,-94.7148
6621,,41051.0,"Multnomah, OR",OR,38900.0,"Portland-Vancouver-Hillsboro, OR-WA",45.484,97202,-122.6365
6622,,18081.0,"Johnson, IN",IN,26900.0,"Indianapolis-Carmel-Anderson, IN",39.4854,46131,-86.0608
6623,,48029.0,"Bexar, TX",TX,41700.0,"San Antonio-New Braunfels, TX",29.4229,78207,-98.526
6624,,12099.0,"Palm Beach, FL",FL,33100.0,"Miami-Fort Lauderdale-West Palm Beach, FL",26.7206,33480,-80.0388
6625,,48113.0,"Dallas, TX",TX,19100.0,"Dallas-Fort Worth-Arlington, TX",32.9673,75019,-96.9805
6626,,53005.0,"Benton, WA",WA,28420.0,"Kennewick-Richland, WA",46.3257,99354,-119.3067
6627,,26161.0,"Washtenaw, MI",MI,11460.0,"Ann Arbor, MI",42.2694,48104,-83.7282
6628,,42011.0,"Berks, PA",PA,39740.0,"Reading, PA",40.338,19610,-75.978
6629,,22071.0,"Orleans, LA",LA,35380.0,"New Orleans-Metairie, LA",29.9605,70112,-90.0753
6630,,27003.0,"Anoka, MN",MN,33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",45.1643,55433,-93.3193
6631,,34003.0,"Bergen, NJ",NJ,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",40.8292,07070,-74.1121
6632,,34027.0,"Morris, NJ",NJ,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",40.9655,07444,-74.3016
6633,,26125.0,"Oakland, MI",MI,19820.0,"Detroit-Warren-Dearborn, MI",42.519,48073,-83.157
6634,,6073.0,"San Diego, CA",CA,41740.0,"San Diego-Carlsbad, CA",32.5783,91932,-117.1148
6635,,17031.0,"Cook, IL",IL,16980.0,"Chicago-Naperville-Elgin, IL-IN-WI",42.0698,60026,-87.7878
6636,,40143.0,"Tulsa, OK",OK,46140.0,"Tulsa, OK",36.1754,74115,-95.9112
6637,,1073.0,"Jefferson, AL",AL,13820.0,"Birmingham-Hoover, AL",33.5207,35202,-86.8025
6638,,29147.0,"Nodaway, MO",MO,32340.0,"Maryville, MO",40.3434,64468,-94.8735
6639,,26077.0,"Kalamazoo, MI",MI,28020.0,"Kalamazoo-Portage, MI",42.3757,49083,-85.4447
6640,,42101.0,"Philadelphia, PA",PA,37980.0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",39.9448,19143,-75.2288
6641,,48323.0,"Maverick, TX",TX,20580.0,"Eagle Pass, TX",28.7028,78852,-100.4818
6642,,1073.0,"Jefferson, AL",AL,13820.0,"Birmingham-Hoover, AL",33.4653,35209,-86.8082
6643,,31119.0,"Madison, NE",NE,35740.0,"Norfolk, NE",42.0329,68701,-97.4229
6644,,55029.0,"Door, WI",WI,,,44.8438,54235,-87.3753
6645,,53061.0,"Snohomish, WA",WA,42660.0,"Seattle-Tacoma-Bellevue, WA",47.8954,98290,-122.0716
6646,,27145.0,"Stearns, MN",MN,41060.0,"St. Cloud, MN",45.6318,56377,-94.2136
6647,,9011.0,"New London, CT",CT,35980.0,"Norwich-New London, CT",41.5371,06360,-72.0849
6648,,6017.0,"El Dorado, CA",CA,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",38.685,95762,-121.068
6649,,9009.0,"New Haven, CT",CT,35300.0,"New Haven-Milford, CT",41.492,06770,-73.0493
6650,,39057.0,"Greene, OH",OH,19380.0,"Dayton, OH",39.7574,45431,-84.0569
6651,,26143.0,"Roscommon, MI",MI,,,44.4839,48653,-84.6601
6652,,48215.0,"Hidalgo, TX",TX,32580.0,"McAllen-Edinburg-Mission, TX",26.2159,78572,-98.3253
6653,,35015.0,"Eddy, NM",NM,16100.0,"Carlsbad-Artesia, NM",32.8384,88210,-104.4074
6654,,24027.0,"Howard, MD",MD,12580.0,"Baltimore-Columbia-Towson, MD",39.1702,21046,-76.8538
6655,,16001.0,"Ada, ID",ID,14260.0,"Boise City, ID",43.5885,83706,-116.191
6656,,12073.0,"Leon, FL",FL,45220.0,"Tallahassee, FL",30.5422,32309,-84.1413
6657,,13145.0,"Harris, GA",GA,17980.0,"Columbus, GA-AL",32.7418,31811,-84.8848
6658,,12109.0,"Saint Johns, FL",FL,27260.0,"Jacksonville, FL",29.8285,32086,-81.3237
6659,,40109.0,"Oklahoma, OK",OK,36420.0,"Oklahoma City, OK",35.5184,73112,-97.5746
6660,,6065.0,"Riverside, CA",CA,40140.0,"Riverside-San Bernardino-Ontario, CA",33.9375,92552,-117.2306
6661,,18097.0,"Marion, IN",IN,26900.0,"Indianapolis-Carmel-Anderson, IN",39.794,46224,-86.2707
6662,,21107.0,"Hopkins, KY",KY,31580.0,"Madisonville, KY",37.3256,42431,-87.4953
6663,,6059.0,"Orange, CA",CA,31080.0,"Los Angeles-Long Beach-Anaheim, CA",33.6773,92648,-118.0051
6664,,12086.0,"Miami-Dade, FL",FL,33100.0,"Miami-Fort Lauderdale-West Palm Beach, FL",25.8143,33127,-80.2051
6665,,31055.0,"Douglas, NE",NE,36540.0,"Omaha-Council Bluffs, NE-IA",41.2933,68110,-95.9361
6666,,6037.0,"Los Angeles, CA",CA,31080.0,"Los Angeles-Long Beach-Anaheim, CA",34.1717,91506,-118.3231
6667,,53011.0,"Clark, WA",WA,38900.0,"Portland-Vancouver-Hillsboro, OR-WA",45.7846,98642,-122.6934
6668,,45013.0,"Beaufort, SC",SC,25940.0,"Hilton Head Island-Bluffton-Beaufort, SC",32.1665,29928,-80.7569
6669,,1003.0,"Baldwin, AL",AL,19300.0,"Daphne-Fairhope-Foley, AL",30.6197,36526,-87.8895
6670,,12103.0,"Pinellas, FL",FL,45300.0,"Tampa-St. Petersburg-Clearwater, FL",27.947,33756,-82.7943
6671,,39043.0,"Erie, OH",OH,41780.0,"Sandusky, OH",41.3757,44839,-82.5386
6672,,17197.0,"Will, IL",IL,16980.0,"Chicago-Naperville-Elgin, IL-IN-WI",41.6009,60544,-88.1994
6673,,8005.0,"Arapahoe, CO",CO,19740.0,"Denver-Aurora-Lakewood, CO",39.6463,80110,-105.0092
6674,,34009.0,"Cape May, NJ",NJ,36140.0,"Ocean City, NJ",39.154,08243,-74.7005
6675,,42043.0,"Dauphin, PA",PA,25420.0,"Harrisburg-Carlisle, PA",40.2728,17102,-76.891
6676,,6071.0,"San Bernardino, CA",CA,40140.0,"Riverside-San Bernardino-Ontario, CA",34.0315,92324,-117.2874
6677,,25001.0,"Barnstable, MA",MA,12700.0,"Barnstable Town, MA",41.9289,02667,-70.0186
6678,,49035.0,"Salt Lake, UT",UT,41620.0,"Salt Lake City, UT",40.7056,84106,-111.8548
6679,,12033.0,"Escambia, FL",FL,37860.0,"Pensacola-Ferry Pass-Brent, FL",30.5241,32514,-87.2167
6680,,22109.0,"Terrebonne, LA",LA,26380.0,"Houma-Thibodaux, LA",29.5958,70361,-90.7195
6681,,25017.0,"Middlesex, MA",MA,14460.0,"Boston-Cambridge-Newton, MA-NH",42.5089,01803,-71.2004
6682,,22109.0,"Terrebonne, LA",LA,26380.0,"Houma-Thibodaux, LA",29.5943,70360,-90.7548
6683,,29189.0,"St. Louis, MO",MO,41180.0,"St. Louis, MO-IL",38.5355,63127,-90.407
6684,,24031.0,"Montgomery, MD",MD,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",39.0298,20895,-77.0793
6685,,37063.0,"Durham, NC",NC,20500.0,"Durham-Chapel Hill, NC",35.9112,27713,-78.9178
6686,,18163.0,"Vanderburgh, IN",IN,21780.0,"Evansville, IN-KY",37.9718,47708,-87.572
6687,,32003.0,"Clark, NV",NV,29820.0,"Las Vegas-Henderson-Paradise, NV",36.0119,89012,-115.0433
6688,,48201.0,"Harris, TX",TX,26420.0,"Houston-The Woodlands-Sugar Land, TX",29.6709,77099,-95.5866
6689,,24001.0,"Allegany, MD",MD,19060.0,"Cumberland, MD-WV",39.5992,21502,-78.8444
6690,,18081.0,"Johnson, IN",IN,26900.0,"Indianapolis-Carmel-Anderson, IN",39.596,46143,-86.1309
6691,,45045.0,"Greenville, SC",SC,24860.0,"Greenville-Anderson-Mauldin, SC",34.9249,29613,-82.4331
6692,,20113.0,"McPherson, KS",KS,32700.0,"McPherson, KS",38.3763,67460,-97.6702
6693,,17097.0,"Lake, IL",IL,16980.0,"Chicago-Naperville-Elgin, IL-IN-WI",42.3247,60064,-87.8564
6694,,17043.0,"DuPage, IL",IL,16980.0,"Chicago-Naperville-Elgin, IL-IN-WI",41.8886,60185,-88.2022
6695,,48201.0,"Harris, TX",TX,26420.0,"Houston-The Woodlands-Sugar Land, TX",29.8635,77044,-95.1976
6696,,26163.0,"Wayne, MI",MI,19820.0,"Detroit-Warren-Dearborn, MI",42.4262,48167,-83.4794
6697,,47125.0,"Montgomery, TN",TN,17300.0,"Clarksville, TN-KY",36.5107,37043,-87.2757
6698,,17031.0,"Cook, IL",IL,16980.0,"Chicago-Naperville-Elgin, IL-IN-WI",41.8378,60804,-87.7602
6699,,6037.0,"Los Angeles, CA",CA,31080.0,"Los Angeles-Long Beach-Anaheim, CA",33.9909,90040,-118.1532
6700,,25023.0,"Plymouth, MA",MA,14460.0,"Boston-Cambridge-Newton, MA-NH",42.2245,02043,-70.8911
6701,,9003.0,"Hartford, CT",CT,25540.0,"Hartford-West Hartford-East Hartford, CT",41.6667,06051,-72.7722
6702,,55141.0,"Wood, WI",WI,49220.0,"Wisconsin Rapids-Marshfield, WI",44.3758,54494,-89.8062
6703,,29159.0,"Pettis, MO",MO,42740.0,"Sedalia, MO",38.6961,65301,-93.2323
6704,,51760.0,"City of Richmond, VA",VA,40060.0,"Richmond, VA",37.5406,23298,-77.4316
6705,,39045.0,"Fairfield, OH",OH,18140.0,"Columbus, OH",39.7187,43130,-82.6031
6706,,6085.0,"Santa Clara, CA",CA,41940.0,"San Jose-Sunnyvale-Santa Clara, CA",37.3924,95054,-121.9623
6707,,39103.0,"Medina, OH",OH,17460.0,"Cleveland-Elyria, OH",41.2471,44212,-81.828
6708,,49035.0,"Salt Lake, UT",UT,41620.0,"Salt Lake City, UT",40.5144,84096,-112.0325
6709,,25017.0,"Middlesex, MA",MA,14460.0,"Boston-Cambridge-Newton, MA-NH",42.528,01867,-71.109
6710,,25017.0,"Middlesex, MA",MA,14460.0,"Boston-Cambridge-Newton, MA-NH",42.4426,02421,-71.2265
6711,,37125.0,"Moore, NC",NC,38240.0,"Pinehurst-Southern Pines, NC",35.1697,28387,-79.3957
6712,,42003.0,"Allegheny, PA",PA,38300.0,"Pittsburgh, PA",40.6252,15044,-79.9443
6713,,6065.0,"Riverside, CA",CA,40140.0,"Riverside-San Bernardino-Ontario, CA",33.8018,92264,-116.517
6714,,36055.0,"Monroe, NY",NY,40380.0,"Rochester, NY",43.174,14609,-77.5637
6715,,6081.0,"San Mateo, CA",CA,41860.0,"San Francisco-Oakland-Hayward, CA",37.4647,94061,-122.2304
6716,,55071.0,"Manitowoc, WI",WI,31820.0,"Manitowoc, WI",44.0971,54220,-87.6823
6717,,48139.0,"Ellis, TX",TX,19100.0,"Dallas-Fort Worth-Arlington, TX",32.5223,75125,-96.6643
6718,,1103.0,"Morgan, AL",AL,19460.0,"Decatur, AL",34.4482,35640,-86.9242
6719,,6101.0,"Sutter, CA",CA,49700.0,"Yuba City, CA",39.1237,95993,-121.6611
6720,,21093.0,"Hardin, KY",KY,21060.0,"Elizabethtown-Fort Knox, KY",37.6848,42701,-85.8784
